,morality,leadership,caring,knowledgable,intelligent,honest,angry,hopeful,afraid,proud,voting_intention
2397,2.0,2.0,1.0,1.0,2.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0
2398,4.0,3.0,3.0,3.0,5.0,4.0,4.0,-1.0,-1.0,4.0,0.0
2399,1.0,2.0,1.0,2.0,3.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0
2400,3.0,4.0,4.0,4.0,4.0,4.0,-1.0,3.0,-1.0,-1.0,1.0
2401,1.0,1.0,1.0,2.0,3.0,1.0,3.0,-1.0,-1.0,-1.0,1.0
2402,3.0,2.0,1.0,4.0,5.0,1.0,2.0,-1.0,2.0,-1.0,1.0
2403,4.0,3.0,3.0,3.0,3.0,3.0,-1.0,4.0,-1.0,-1.0,0.0
2404,4.0,4.0,3.0,3.0,3.0,4.0,-1.0,2.0,-1.0,2.0,1.0
2405,1.0,2.0,1.0,2.0,2.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0
2407,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0
2408,5.0,5.0,4.0,4.0,5.0,5.0,-1.0,2.0,-1.0,2.0,1.0
2409,3.0,3.0,3.0,3.0,3.0,3.0,-1.0,-1.0,-1.0,-1.0,0.0
2410,2.0,3.0,1.0,2.0,2.0,1.0,1.0,-1.0,3.0,2.0,1.0
2411,5.0,5.0,4.0,5.0,4.0,5.0,-1.0,1.0,-1.0,1.0,1.0
2412,4.0,4.0,4.0,4.0,4.0,4.0,-1.0,2.0,-1.0,3.0,1.0
2413,4.0,4.0,4.0,5.0,5.0,4.0,4.0,2.0,4.0,2.0,1.0
2416,4.0,3.0,2.0,4.0,3.0,3.0,-1.0,2.0,-1.0,2.0,1.0
2417,2.0,3.0,1.0,2.0,2.0,2.0,4.0,-1.0,4.0,-1.0,0.0
2418,3.0,1.0,2.0,3.0,3.0,1.0,4.0,-1.0,4.0,-1.0,1.0
2419,2.0,2.0,3.0,2.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0,1.0
2421,2.0,3.0,2.0,4.0,3.0,2.0,-1.0,-1.0,-1.0,-1.0,1.0
2422,1.0,3.0,1.0,4.0,3.0,1.0,4.0,-1.0,-1.0,-1.0,1.0
2423,3.0,1.0,1.0,2.0,3.0,1.0,3.0,-1.0,4.0,-1.0,1.0
2424,3.0,3.0,2.0,3.0,3.0,2.0,-1.0,-1.0,-1.0,-1.0,1.0
2425,4.0,4.0,4.0,4.0,4.0,4.0,-1.0,3.0,-1.0,-1.0,1.0
2426,4.0,4.0,4.0,4.0,4.0,4.0,-1.0,2.0,-1.0,2.0,1.0
2427,3.0,3.0,1.0,3.0,3.0,3.0,-1.0,-1.0,-1.0,-1.0,0.0
2428,4.0,4.0,4.0,4.0,4.0,4.0,-1.0,2.0,4.0,2.0,1.0
2429,4.0,4.0,3.0,4.0,5.0,4.0,-1.0,2.0,-1.0,2.0,1.0
2430,1.0,1.0,1.0,1.0,2.0,1.0,2.0,-1.0,2.0,-1.0,1.0
2432,2.0,2.0,2.0,3.0,3.0,2.0,-1.0,4.0,-1.0,4.0,1.0
2434,5.0,4.0,3.0,4.0,4.0,4.0,-1.0,2.0,-1.0,3.0,1.0
2435,2.0,3.0,1.0,2.0,3.0,2.0,4.0,-1.0,-1.0,-1.0,1.0
2436,3.0,2.0,2.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0,0.0
2437,5.0,5.0,3.0,4.0,4.0,4.0,-1.0,2.0,-1.0,2.0,1.0
2438,3.0,4.0,2.0,4.0,5.0,2.0,-1.0,2.0,-1.0,-1.0,1.0
2440,5.0,5.0,5.0,5.0,5.0,5.0,-1.0,4.0,-1.0,-1.0,1.0
2441,2.0,1.0,1.0,1.0,3.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0
2442,4.0,4.0,2.0,4.0,4.0,2.0,-1.0,4.0,-1.0,-1.0,0.0
2443,5.0,4.0,5.0,5.0,5.0,5.0,-1.0,2.0,-1.0,2.0,1.0
2445,5.0,5.0,5.0,5.0,5.0,5.0,-1.0,2.0,-1.0,2.0,1.0
2446,3.0,3.0,3.0,4.0,4.0,3.0,-1.0,2.0,-1.0,2.0,1.0
2447,5.0,5.0,3.0,4.0,4.0,5.0,-1.0,2.0,-1.0,1.0,1.0
2448,3.0,1.0,1.0,3.0,3.0,1.0,3.0,-1.0,2.0,-1.0,1.0
2451,5.0,5.0,5.0,5.0,5.0,5.0,-1.0,4.0,-1.0,4.0,1.0
2452,1.0,1.0,1.0,1.0,4.0,1.0,2.0,-1.0,2.0,-1.0,1.0
2453,5.0,5.0,2.0,5.0,5.0,5.0,-1.0,2.0,-1.0,2.0,1.0
2454,4.0,4.0,2.0,5.0,5.0,3.0,-1.0,2.0,-1.0,2.0,1.0
2455,1.0,1.0,1.0,2.0,2.0,1.0,4.0,-1.0,4.0,-1.0,1.0
2456,5.0,3.0,3.0,2.0,4.0,3.0,-1.0,-1.0,-1.0,-1.0,1.0
2457,5.0,5.0,5.0,5.0,5.0,5.0,-1.0,2.0,-1.0,2.0,1.0
2458,2.0,1.0,1.0,2.0,3.0,1.0,1.0,-1.0,1.0,-1.0,1.0
2459,5.0,5.0,4.0,4.0,4.0,4.0,-1.0,4.0,-1.0,3.0,1.0
2460,3.0,3.0,1.0,3.0,3.0,3.0,-1.0,-1.0,-1.0,-1.0,1.0
2461,3.0,3.0,3.0,4.0,4.0,2.0,-1.0,-1.0,-1.0,-1.0,0.0
2463,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,-1.0,3.0,1.0
2464,2.0,3.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,0.0
2465,1.0,1.0,1.0,2.0,3.0,3.0,-1.0,-1.0,-1.0,-1.0,1.0
2466,2.0,3.0,1.0,3.0,3.0,1.0,1.0,-1.0,3.0,-1.0,1.0
2468,2.0,4.0,1.0,4.0,4.0,3.0,4.0,-1.0,-1.0,-1.0,1.0
2472,5.0,5.0,5.0,5.0,5.0,5.0,-1.0,3.0,-1.0,2.0,1.0
2473,4.0,4.0,2.0,3.0,4.0,4.0,-1.0,4.0,-1.0,-1.0,0.0
2474,3.0,2.0,2.0,3.0,2.0,2.0,-1.0,4.0,-1.0,-1.0,0.0
2475,4.0,4.0,3.0,4.0,4.0,4.0,-1.0,4.0,-1.0,4.0,1.0
2476,1.0,1.0,1.0,2.0,2.0,1.0,1.0,-1.0,1.0,-1.0,1.0
2477,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,4.0,-1.0,0.0
2480,5.0,5.0,4.0,5.0,5.0,5.0,-1.0,1.0,-1.0,1.0,1.0
2481,4.0,1.0,1.0,1.0,1.0,1.0,4.0,-1.0,3.0,-1.0,1.0
2482,2.0,1.0,1.0,2.0,2.0,1.0,-1.0,-1.0,1.0,-1.0,1.0
2483,5.0,4.0,2.0,5.0,4.0,3.0,-1.0,4.0,-1.0,4.0,1.0
2484,3.0,4.0,3.0,4.0,5.0,3.0,-1.0,4.0,-1.0,4.0,0.0
2485,4.0,1.0,1.0,3.0,3.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0
2486,3.0,2.0,1.0,3.0,2.0,1.0,4.0,4.0,4.0,-1.0,1.0
2487,3.0,2.0,1.0,2.0,2.0,1.0,4.0,-1.0,-1.0,-1.0,1.0
2488,3.0,1.0,1.0,3.0,2.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0
2489,3.0,1.0,1.0,2.0,3.0,1.0,-1.0,-1.0,2.0,-1.0,1.0
2490,4.0,3.0,4.0,3.0,4.0,4.0,-1.0,4.0,4.0,4.0,1.0
2491,4.0,2.0,1.0,2.0,4.0,3.0,-1.0,-1.0,-1.0,-1.0,0.0
2492,3.0,3.0,3.0,3.0,3.0,3.0,-1.0,-1.0,-1.0,-1.0,1.0
2493,2.0,2.0,2.0,2.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0,1.0
2494,4.0,4.0,3.0,4.0,4.0,3.0,4.0,-1.0,-1.0,-1.0,0.0
2495,3.0,1.0,1.0,2.0,3.0,2.0,4.0,-1.0,-1.0,-1.0,1.0
2497,4.0,3.0,1.0,4.0,4.0,1.0,2.0,-1.0,2.0,-1.0,1.0
2498,2.0,3.0,2.0,3.0,3.0,2.0,2.0,-1.0,4.0,-1.0,1.0
2499,3.0,3.0,3.0,3.0,3.0,3.0,-1.0,-1.0,-1.0,-1.0,0.0
2500,5.0,4.0,4.0,4.0,4.0,5.0,-1.0,2.0,-1.0,3.0,1.0
2501,5.0,5.0,3.0,5.0,5.0,4.0,-1.0,-1.0,-1.0,-1.0,1.0
2502,3.0,4.0,4.0,5.0,5.0,5.0,-1.0,3.0,-1.0,-1.0,1.0
2503,5.0,5.0,5.0,5.0,5.0,5.0,-1.0,3.0,-1.0,3.0,1.0
2505,1.0,1.0,1.0,1.0,1.0,1.0,2.0,-1.0,4.0,-1.0,0.0
2507,3.0,4.0,2.0,4.0,5.0,2.0,4.0,-1.0,3.0,-1.0,1.0
2508,1.0,3.0,1.0,3.0,3.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0
2509,5.0,5.0,5.0,5.0,5.0,5.0,-1.0,1.0,-1.0,2.0,1.0
2510,3.0,1.0,1.0,4.0,4.0,1.0,4.0,-1.0,-1.0,-1.0,1.0
2512,5.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,-1.0,4.0,1.0
2513,4.0,3.0,2.0,3.0,3.0,3.0,-1.0,2.0,-1.0,4.0,1.0
2514,4.0,3.0,1.0,3.0,4.0,2.0,2.0,-1.0,1.0,-1.0,1.0
2515,2.0,2.0,1.0,2.0,2.0,1.0,2.0,-1.0,2.0,-1.0,0.0
2517,2.0,1.0,1.0,1.0,2.0,1.0,2.0,-1.0,2.0,-1.0,1.0
2518,1.0,1.0,1.0,2.0,2.0,1.0,2.0,-1.0,1.0,-1.0,1.0
2519,5.0,4.0,4.0,3.0,3.0,5.0,-1.0,2.0,-1.0,2.0,1.0
2520,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0
2521,1.0,2.0,1.0,3.0,4.0,1.0,2.0,-1.0,3.0,-1.0,1.0
2523,3.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,-1.0,4.0,0.0
2524,4.0,4.0,4.0,5.0,5.0,4.0,-1.0,2.0,-1.0,2.0,1.0
2526,5.0,4.0,4.0,5.0,5.0,3.0,-1.0,-1.0,-1.0,-1.0,1.0
2527,4.0,3.0,1.0,3.0,3.0,2.0,4.0,-1.0,4.0,-1.0,0.0
2528,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-1.0,-1.0,-1.0,-1.0,1.0
2530,2.0,2.0,1.0,2.0,2.0,1.0,3.0,-1.0,2.0,-1.0,1.0
2531,5.0,4.0,5.0,5.0,5.0,5.0,-1.0,1.0,-1.0,1.0,1.0
2532,5.0,3.0,3.0,2.0,4.0,4.0,-1.0,3.0,-1.0,-1.0,1.0
2533,1.0,3.0,1.0,3.0,3.0,1.0,4.0,-1.0,-1.0,-1.0,1.0
2534,1.0,1.0,1.0,1.0,4.0,1.0,2.0,-1.0,2.0,-1.0,1.0
2535,5.0,3.0,3.0,4.0,5.0,4.0,-1.0,3.0,-1.0,3.0,1.0
2536,5.0,2.0,1.0,3.0,4.0,1.0,2.0,-1.0,2.0,-1.0,1.0
2537,5.0,4.0,4.0,4.0,4.0,5.0,-1.0,2.0,-1.0,2.0,1.0
2540,1.0,1.0,5.0,4.0,1.0,3.0,2.0,-1.0,3.0,-1.0,1.0
2541,3.0,2.0,1.0,2.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0,0.0
2542,5.0,5.0,5.0,5.0,5.0,5.0,-1.0,2.0,-1.0,2.0,1.0
2543,4.0,4.0,3.0,4.0,4.0,4.0,-1.0,1.0,-1.0,2.0,1.0
2544,5.0,5.0,4.0,5.0,5.0,5.0,-1.0,2.0,-1.0,2.0,1.0
2546,1.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,-1.0,0.0
2547,4.0,5.0,4.0,4.0,4.0,4.0,-1.0,2.0,-1.0,3.0,1.0
2548,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,4.0,-1.0,1.0
2549,2.0,2.0,1.0,3.0,2.0,1.0,-1.0,-1.0,3.0,-1.0,1.0
2550,1.0,1.0,1.0,2.0,4.0,1.0,1.0,-1.0,1.0,-1.0,1.0
2551,4.0,4.0,4.0,4.0,5.0,4.0,-1.0,3.0,-1.0,3.0,1.0
2552,5.0,5.0,4.0,5.0,5.0,5.0,-1.0,2.0,-1.0,2.0,1.0
2553,5.0,4.0,4.0,3.0,4.0,5.0,-1.0,2.0,-1.0,-1.0,1.0
2554,4.0,4.0,3.0,5.0,4.0,5.0,4.0,2.0,-1.0,2.0,1.0
2555,5.0,5.0,5.0,5.0,5.0,5.0,-1.0,1.0,-1.0,1.0,1.0
2557,3.0,1.0,1.0,4.0,3.0,1.0,2.0,4.0,2.0,-1.0,1.0
2558,2.0,3.0,1.0,3.0,3.0,2.0,4.0,-1.0,-1.0,-1.0,1.0
2559,5.0,4.0,4.0,5.0,4.0,5.0,-1.0,2.0,-1.0,2.0,1.0
2560,5.0,5.0,5.0,4.0,5.0,5.0,-1.0,2.0,-1.0,2.0,1.0
2561,1.0,2.0,1.0,1.0,2.0,1.0,4.0,-1.0,4.0,-1.0,1.0
2562,5.0,5.0,5.0,4.0,4.0,5.0,-1.0,2.0,-1.0,1.0,1.0
2563,5.0,5.0,5.0,5.0,5.0,5.0,-1.0,1.0,-1.0,2.0,1.0
2564,2.0,3.0,1.0,2.0,2.0,2.0,3.0,-1.0,2.0,-1.0,1.0
2565,3.0,3.0,1.0,2.0,3.0,2.0,4.0,-1.0,3.0,-1.0,0.0
2566,3.0,3.0,2.0,3.0,4.0,2.0,2.0,-1.0,3.0,-1.0,0.0
2568,5.0,4.0,3.0,3.0,4.0,3.0,-1.0,2.0,-1.0,-1.0,1.0
2569,2.0,4.0,1.0,2.0,4.0,2.0,4.0,4.0,-1.0,-1.0,0.0
2570,3.0,3.0,4.0,3.0,4.0,2.0,4.0,-1.0,3.0,-1.0,1.0
2571,5.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,-1.0,4.0,1.0
2572,1.0,1.0,1.0,2.0,3.0,1.0,2.0,-1.0,4.0,-1.0,1.0
2573,5.0,5.0,4.0,4.0,4.0,4.0,-1.0,4.0,-1.0,-1.0,1.0
2574,5.0,5.0,5.0,5.0,5.0,5.0,-1.0,2.0,-1.0,2.0,1.0
2575,1.0,1.0,1.0,1.0,1.0,1.0,3.0,-1.0,2.0,-1.0,1.0
2576,4.0,5.0,5.0,5.0,5.0,4.0,-1.0,2.0,-1.0,-1.0,1.0
2577,1.0,2.0,1.0,1.0,4.0,1.0,2.0,-1.0,2.0,-1.0,1.0
2579,5.0,2.0,1.0,2.0,4.0,4.0,1.0,-1.0,1.0,-1.0,1.0
2580,4.0,2.0,1.0,2.0,2.0,2.0,3.0,-1.0,4.0,-1.0,1.0
2582,4.0,3.0,1.0,3.0,3.0,1.0,2.0,-1.0,3.0,-1.0,1.0
2583,3.0,3.0,1.0,3.0,4.0,2.0,3.0,4.0,4.0,-1.0,0.0
2584,4.0,3.0,3.0,4.0,4.0,4.0,-1.0,4.0,-1.0,4.0,1.0
2585,4.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,-1.0,2.0,1.0
2586,4.0,4.0,4.0,4.0,4.0,5.0,-1.0,2.0,-1.0,3.0,1.0
2587,5.0,4.0,4.0,4.0,4.0,5.0,-1.0,3.0,-1.0,4.0,1.0
2588,3.0,3.0,1.0,3.0,4.0,3.0,-1.0,-1.0,-1.0,-1.0,0.0
2589,4.0,4.0,4.0,4.0,4.0,5.0,-1.0,2.0,-1.0,2.0,1.0
2590,2.0,4.0,1.0,5.0,5.0,2.0,2.0,4.0,2.0,-1.0,0.0
2591,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-1.0,-1.0,-1.0,-1.0,1.0
2592,4.0,2.0,2.0,3.0,4.0,3.0,-1.0,3.0,3.0,3.0,0.0
2593,4.0,3.0,3.0,3.0,3.0,4.0,-1.0,4.0,-1.0,-1.0,0.0
2595,4.0,5.0,2.0,4.0,5.0,4.0,-1.0,4.0,4.0,-1.0,0.0
2596,1.0,1.0,1.0,1.0,1.0,1.0,2.0,-1.0,2.0,-1.0,1.0
2597,5.0,4.0,4.0,4.0,4.0,4.0,-1.0,2.0,-1.0,3.0,1.0
2598,3.0,1.0,1.0,2.0,2.0,2.0,4.0,-1.0,4.0,-1.0,1.0
2599,2.0,2.0,1.0,3.0,2.0,2.0,4.0,-1.0,-1.0,-1.0,1.0
2600,3.0,3.0,4.0,3.0,4.0,3.0,4.0,-1.0,4.0,-1.0,1.0
2601,1.0,3.0,1.0,5.0,5.0,1.0,2.0,-1.0,1.0,-1.0,1.0
2603,2.0,1.0,1.0,1.0,3.0,1.0,2.0,-1.0,2.0,-1.0,1.0
2604,4.0,3.0,2.0,3.0,5.0,3.0,3.0,-1.0,4.0,-1.0,0.0
2605,4.0,1.0,1.0,3.0,3.0,1.0,2.0,-1.0,1.0,-1.0,1.0
2606,2.0,3.0,3.0,3.0,3.0,3.0,-1.0,-1.0,-1.0,-1.0,0.0
2607,5.0,4.0,5.0,5.0,5.0,5.0,-1.0,2.0,-1.0,2.0,1.0
2608,5.0,5.0,3.0,5.0,5.0,4.0,-1.0,2.0,-1.0,2.0,1.0
2609,4.0,3.0,1.0,2.0,3.0,2.0,4.0,-1.0,4.0,-1.0,0.0
2610,5.0,5.0,5.0,5.0,5.0,5.0,-1.0,1.0,-1.0,1.0,1.0
2611,3.0,2.0,1.0,2.0,3.0,1.0,-1.0,-1.0,3.0,-1.0,1.0
2612,5.0,3.0,3.0,4.0,4.0,4.0,-1.0,2.0,-1.0,4.0,1.0
2613,2.0,2.0,1.0,2.0,3.0,1.0,2.0,-1.0,2.0,-1.0,1.0
2614,3.0,2.0,2.0,2.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0,0.0
2615,5.0,5.0,5.0,5.0,5.0,5.0,-1.0,3.0,-1.0,2.0,1.0
2616,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,2.0,-1.0,1.0
2617,3.0,4.0,3.0,5.0,4.0,3.0,-1.0,3.0,-1.0,-1.0,1.0
2618,5.0,5.0,4.0,5.0,5.0,5.0,-1.0,2.0,-1.0,2.0,1.0
2619,5.0,5.0,3.0,4.0,5.0,4.0,-1.0,2.0,-1.0,2.0,1.0
2620,3.0,3.0,1.0,2.0,3.0,3.0,-1.0,-1.0,-1.0,-1.0,1.0
2622,4.0,4.0,2.0,4.0,2.0,3.0,-1.0,4.0,-1.0,-1.0,1.0
2623,4.0,2.0,1.0,2.0,4.0,1.0,4.0,-1.0,3.0,-1.0,0.0
2625,3.0,1.0,1.0,3.0,4.0,1.0,3.0,-1.0,2.0,-1.0,1.0
2626,5.0,3.0,1.0,4.0,4.0,2.0,-1.0,-1.0,3.0,-1.0,1.0
2627,5.0,5.0,5.0,5.0,5.0,5.0,-1.0,2.0,-1.0,2.0,1.0
2628,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,-1.0,3.0,1.0
2629,4.0,3.0,3.0,3.0,3.0,2.0,-1.0,4.0,-1.0,-1.0,1.0
2630,1.0,2.0,1.0,3.0,3.0,1.0,1.0,-1.0,1.0,-1.0,1.0
2631,5.0,2.0,1.0,3.0,2.0,1.0,2.0,-1.0,4.0,-1.0,1.0
2633,1.0,1.0,1.0,1.0,1.0,1.0,2.0,-1.0,2.0,-1.0,1.0
2634,5.0,4.0,4.0,5.0,5.0,5.0,-1.0,2.0,-1.0,-1.0,1.0
2635,4.0,4.0,4.0,4.0,5.0,5.0,-1.0,4.0,-1.0,4.0,1.0
2636,5.0,5.0,5.0,5.0,5.0,5.0,-1.0,1.0,-1.0,1.0,1.0
2637,4.0,4.0,4.0,3.0,4.0,4.0,-1.0,2.0,-1.0,3.0,1.0
2638,2.0,2.0,3.0,2.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0,0.0
2639,4.0,3.0,1.0,4.0,4.0,3.0,4.0,-1.0,4.0,-1.0,1.0
2640,4.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,-1.0,0.0
2641,4.0,3.0,1.0,5.0,5.0,1.0,1.0,-1.0,4.0,-1.0,1.0
2642,3.0,2.0,1.0,3.0,3.0,3.0,2.0,-1.0,3.0,-1.0,1.0
2643,5.0,5.0,2.0,5.0,5.0,5.0,4.0,3.0,-1.0,-1.0,0.0
2644,4.0,2.0,1.0,3.0,2.0,1.0,4.0,-1.0,3.0,-1.0,1.0
2645,4.0,1.0,1.0,3.0,4.0,2.0,3.0,-1.0,2.0,-1.0,1.0
2646,2.0,1.0,1.0,1.0,1.0,1.0,2.0,-1.0,2.0,-1.0,1.0
2648,4.0,3.0,4.0,4.0,4.0,3.0,-1.0,2.0,-1.0,-1.0,1.0
2649,3.0,3.0,2.0,4.0,4.0,3.0,-1.0,4.0,-1.0,-1.0,1.0
2650,2.0,3.0,3.0,5.0,4.0,3.0,-1.0,3.0,-1.0,-1.0,0.0
2651,5.0,5.0,5.0,5.0,5.0,5.0,-1.0,2.0,-1.0,2.0,1.0
2652,5.0,5.0,4.0,5.0,5.0,4.0,-1.0,2.0,-1.0,2.0,1.0
2653,3.0,1.0,1.0,3.0,3.0,1.0,2.0,-1.0,2.0,-1.0,1.0
2654,5.0,5.0,3.0,5.0,5.0,5.0,-1.0,2.0,-1.0,2.0,1.0
2655,4.0,5.0,3.0,4.0,4.0,3.0,-1.0,3.0,-1.0,3.0,1.0
2656,5.0,4.0,3.0,4.0,4.0,4.0,-1.0,4.0,-1.0,-1.0,0.0
2657,2.0,3.0,1.0,3.0,2.0,2.0,2.0,-1.0,3.0,-1.0,1.0
2659,5.0,5.0,5.0,5.0,5.0,5.0,-1.0,2.0,-1.0,-1.0,1.0
2660,3.0,3.0,1.0,3.0,3.0,1.0,-1.0,-1.0,2.0,-1.0,1.0
2661,2.0,2.0,1.0,2.0,3.0,1.0,3.0,-1.0,-1.0,-1.0,1.0
2662,1.0,1.0,1.0,3.0,3.0,1.0,2.0,-1.0,3.0,-1.0,1.0
2664,4.0,4.0,3.0,4.0,4.0,4.0,-1.0,2.0,-1.0,-1.0,1.0
2665,1.0,2.0,1.0,3.0,3.0,1.0,2.0,-1.0,-1.0,-1.0,1.0
2667,4.0,4.0,4.0,4.0,5.0,4.0,-1.0,-1.0,-1.0,-1.0,1.0
2668,2.0,1.0,1.0,1.0,2.0,1.0,2.0,-1.0,2.0,-1.0,0.0
2669,5.0,4.0,4.0,5.0,4.0,5.0,-1.0,2.0,-1.0,2.0,1.0
2670,4.0,2.0,1.0,1.0,2.0,1.0,3.0,-1.0,4.0,-1.0,1.0
2671,5.0,4.0,1.0,3.0,4.0,4.0,-1.0,4.0,-1.0,4.0,0.0
2672,4.0,4.0,4.0,4.0,5.0,2.0,-1.0,2.0,-1.0,1.0,0.0
2673,3.0,2.0,1.0,3.0,4.0,1.0,2.0,-1.0,3.0,-1.0,1.0
2674,4.0,2.0,1.0,3.0,3.0,2.0,-1.0,4.0,-1.0,-1.0,0.0
2675,3.0,2.0,1.0,3.0,3.0,1.0,2.0,-1.0,2.0,-1.0,1.0
2676,5.0,5.0,5.0,5.0,5.0,5.0,-1.0,1.0,-1.0,1.0,1.0
2677,5.0,5.0,4.0,5.0,5.0,5.0,-1.0,1.0,-1.0,1.0,1.0
2678,4.0,1.0,2.0,2.0,2.0,3.0,2.0,-1.0,-1.0,4.0,1.0
2679,5.0,4.0,3.0,3.0,4.0,4.0,-1.0,2.0,-1.0,4.0,1.0
2681,3.0,1.0,1.0,1.0,2.0,2.0,1.0,-1.0,1.0,-1.0,1.0
2682,1.0,1.0,1.0,3.0,3.0,1.0,2.0,-1.0,-1.0,-1.0,1.0
2683,2.0,3.0,1.0,4.0,4.0,3.0,-1.0,-1.0,-1.0,-1.0,1.0
2684,2.0,2.0,1.0,5.0,5.0,2.0,2.0,-1.0,2.0,-1.0,0.0
2685,4.0,4.0,3.0,3.0,4.0,4.0,-1.0,3.0,-1.0,-1.0,1.0
2686,4.0,4.0,3.0,4.0,4.0,4.0,-1.0,-1.0,-1.0,-1.0,1.0
2687,1.0,1.0,1.0,1.0,1.0,1.0,2.0,-1.0,2.0,-1.0,1.0
2688,5.0,5.0,5.0,5.0,4.0,5.0,-1.0,4.0,-1.0,-1.0,1.0
2691,4.0,4.0,4.0,4.0,4.0,4.0,-1.0,2.0,-1.0,2.0,1.0
2692,4.0,4.0,4.0,3.0,4.0,4.0,-1.0,3.0,-1.0,-1.0,1.0
2693,4.0,4.0,3.0,4.0,4.0,4.0,-1.0,2.0,-1.0,2.0,1.0
2694,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-1.0,-1.0,0.0
2695,3.0,3.0,1.0,3.0,4.0,1.0,4.0,-1.0,-1.0,-1.0,1.0
2696,3.0,4.0,2.0,3.0,3.0,2.0,-1.0,2.0,4.0,4.0,1.0
2697,4.0,4.0,3.0,4.0,5.0,3.0,-1.0,3.0,-1.0,3.0,0.0
2698,3.0,2.0,5.0,2.0,3.0,2.0,3.0,-1.0,-1.0,-1.0,1.0
2699,5.0,4.0,4.0,4.0,4.0,4.0,-1.0,3.0,4.0,2.0,0.0
2700,2.0,3.0,1.0,3.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0,0.0
2701,5.0,4.0,4.0,5.0,4.0,4.0,-1.0,2.0,-1.0,2.0,1.0
2702,4.0,3.0,2.0,4.0,4.0,3.0,-1.0,4.0,-1.0,2.0,0.0
2703,5.0,5.0,5.0,5.0,5.0,5.0,-1.0,2.0,-1.0,-1.0,1.0
2704,2.0,1.0,1.0,1.0,2.0,1.0,-1.0,-1.0,2.0,-1.0,1.0
2705,4.0,4.0,4.0,4.0,4.0,4.0,-1.0,2.0,-1.0,2.0,1.0
2706,5.0,5.0,5.0,5.0,5.0,5.0,-1.0,2.0,-1.0,2.0,1.0
2708,4.0,4.0,2.0,3.0,5.0,4.0,3.0,4.0,5.0,-1.0,0.0
2709,3.0,3.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0,0.0
2711,4.0,2.0,2.0,4.0,4.0,4.0,4.0,-1.0,4.0,-1.0,1.0
2712,4.0,4.0,3.0,5.0,4.0,4.0,-1.0,3.0,-1.0,-1.0,0.0
2714,3.0,3.0,2.0,4.0,5.0,3.0,-1.0,-1.0,-1.0,-1.0,1.0
2715,3.0,3.0,3.0,4.0,5.0,4.0,-1.0,4.0,-1.0,-1.0,0.0
2719,4.0,3.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,-1.0,1.0
2720,2.0,1.0,1.0,1.0,1.0,1.0,2.0,-1.0,3.0,-1.0,1.0
2721,5.0,5.0,5.0,5.0,5.0,5.0,-1.0,1.0,-1.0,1.0,1.0
2722,5.0,5.0,4.0,4.0,5.0,4.0,-1.0,2.0,-1.0,4.0,1.0
2724,3.0,3.0,3.0,3.0,3.0,3.0,4.0,-1.0,-1.0,-1.0,0.0
2725,5.0,4.0,4.0,4.0,5.0,5.0,-1.0,2.0,-1.0,2.0,1.0
2726,1.0,1.0,1.0,1.0,4.0,1.0,2.0,-1.0,-1.0,-1.0,1.0
2727,3.0,3.0,3.0,3.0,3.0,3.0,-1.0,-1.0,-1.0,-1.0,1.0
2728,4.0,3.0,3.0,4.0,4.0,3.0,-1.0,-1.0,-1.0,3.0,0.0
2730,4.0,4.0,3.0,4.0,4.0,4.0,-1.0,3.0,-1.0,-1.0,1.0
