,morality,leadership,caring,knowledgable,intelligent,honest,angry,hopeful,afraid,proud,voting_intention
3057,5.0,5.0,1.0,5.0,4.0,5.0,5.0,1.0,5.0,2.0,0.0
3058,3.0,3.0,3.0,3.0,4.0,2.0,-1.0,-1.0,-1.0,-1.0,0.0
3059,5.0,5.0,5.0,5.0,5.0,5.0,-1.0,2.0,-1.0,2.0,1.0
3060,1.0,2.0,1.0,2.0,2.0,1.0,2.0,-1.0,2.0,-1.0,1.0
3061,3.0,2.0,1.0,2.0,2.0,1.0,2.0,-1.0,1.0,-1.0,1.0
3062,4.0,4.0,4.0,5.0,4.0,4.0,-1.0,2.0,-1.0,2.0,1.0
3064,3.0,1.0,1.0,2.0,3.0,2.0,2.0,-1.0,2.0,-1.0,1.0
3065,5.0,4.0,4.0,4.0,4.0,5.0,-1.0,2.0,-1.0,2.0,1.0
3066,1.0,2.0,1.0,4.0,4.0,1.0,4.0,-1.0,3.0,-1.0,0.0
3067,3.0,3.0,2.0,4.0,4.0,3.0,-1.0,4.0,-1.0,-1.0,0.0
3069,4.0,3.0,3.0,3.0,4.0,2.0,4.0,-1.0,-1.0,4.0,1.0
3071,3.0,3.0,3.0,3.0,3.0,4.0,-1.0,-1.0,-1.0,-1.0,0.0
3072,2.0,1.0,1.0,2.0,3.0,1.0,2.0,-1.0,2.0,-1.0,1.0
3073,4.0,2.0,1.0,2.0,4.0,1.0,2.0,-1.0,1.0,-1.0,1.0
3074,3.0,3.0,2.0,3.0,3.0,3.0,-1.0,-1.0,-1.0,-1.0,1.0
3076,5.0,4.0,5.0,4.0,5.0,5.0,-1.0,4.0,-1.0,4.0,1.0
3077,2.0,2.0,2.0,3.0,3.0,3.0,4.0,-1.0,3.0,-1.0,1.0
3078,4.0,4.0,3.0,4.0,4.0,4.0,-1.0,4.0,-1.0,-1.0,1.0
3079,4.0,4.0,2.0,5.0,4.0,3.0,3.0,4.0,-1.0,-1.0,1.0
3080,3.0,1.0,1.0,3.0,3.0,1.0,3.0,-1.0,4.0,-1.0,1.0
3081,4.0,4.0,5.0,4.0,4.0,4.0,-1.0,3.0,-1.0,3.0,1.0
3082,4.0,5.0,2.0,4.0,4.0,4.0,-1.0,4.0,-1.0,-1.0,1.0
3084,4.0,4.0,3.0,4.0,4.0,4.0,-1.0,2.0,-1.0,2.0,1.0
3085,3.0,3.0,3.0,3.0,3.0,3.0,-1.0,4.0,-1.0,4.0,1.0
3086,5.0,3.0,3.0,3.0,4.0,5.0,-1.0,2.0,-1.0,4.0,1.0
3087,2.0,2.0,1.0,2.0,3.0,2.0,2.0,-1.0,2.0,-1.0,1.0
3088,1.0,2.0,1.0,1.0,2.0,1.0,4.0,-1.0,4.0,-1.0,1.0
3089,1.0,3.0,1.0,3.0,3.0,2.0,2.0,-1.0,2.0,-1.0,1.0
3090,5.0,5.0,5.0,5.0,5.0,5.0,-1.0,1.0,-1.0,4.0,1.0
3091,4.0,5.0,2.0,4.0,4.0,4.0,-1.0,2.0,-1.0,2.0,1.0
3092,5.0,5.0,5.0,5.0,5.0,5.0,-1.0,1.0,-1.0,1.0,1.0
3093,5.0,5.0,5.0,5.0,5.0,5.0,-1.0,2.0,-1.0,2.0,1.0
3095,3.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,-1.0,-1.0,1.0
3096,3.0,3.0,2.0,3.0,3.0,3.0,-1.0,-1.0,-1.0,-1.0,0.0
3097,4.0,3.0,2.0,4.0,4.0,3.0,4.0,-1.0,-1.0,-1.0,1.0
3099,5.0,1.0,1.0,4.0,4.0,2.0,2.0,-1.0,2.0,-1.0,1.0
3100,5.0,3.0,1.0,3.0,4.0,1.0,2.0,-1.0,2.0,-1.0,1.0
3102,3.0,2.0,1.0,2.0,3.0,1.0,2.0,-1.0,2.0,-1.0,1.0
3104,2.0,3.0,2.0,3.0,3.0,2.0,-1.0,-1.0,3.0,-1.0,1.0
3105,3.0,3.0,2.0,3.0,4.0,2.0,4.0,-1.0,-1.0,-1.0,1.0
3106,1.0,2.0,1.0,2.0,2.0,1.0,2.0,-1.0,2.0,-1.0,1.0
3107,3.0,2.0,1.0,1.0,3.0,1.0,2.0,-1.0,2.0,-1.0,1.0
3108,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0
3109,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0
3110,3.0,2.0,2.0,4.0,4.0,3.0,-1.0,3.0,-1.0,4.0,1.0
3111,2.0,1.0,2.0,1.0,2.0,1.0,-1.0,4.0,-1.0,-1.0,0.0
3113,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0
3114,3.0,1.0,1.0,1.0,4.0,2.0,3.0,-1.0,4.0,-1.0,1.0
3115,1.0,1.0,1.0,1.0,3.0,1.0,4.0,-1.0,3.0,-1.0,0.0
3116,2.0,1.0,1.0,3.0,3.0,1.0,4.0,-1.0,-1.0,-1.0,1.0
3117,2.0,1.0,1.0,3.0,5.0,1.0,2.0,-1.0,-1.0,-1.0,1.0
3118,2.0,2.0,1.0,3.0,2.0,1.0,4.0,-1.0,4.0,-1.0,0.0
3119,2.0,2.0,1.0,3.0,4.0,1.0,2.0,-1.0,-1.0,-1.0,1.0
3120,5.0,5.0,5.0,5.0,5.0,5.0,-1.0,3.0,-1.0,2.0,1.0
3121,5.0,4.0,5.0,4.0,5.0,5.0,-1.0,2.0,-1.0,2.0,1.0
3122,1.0,1.0,1.0,1.0,1.0,1.0,2.0,-1.0,2.0,-1.0,1.0
3123,1.0,2.0,1.0,4.0,5.0,1.0,-1.0,-1.0,2.0,-1.0,1.0
3124,4.0,2.0,1.0,2.0,4.0,1.0,2.0,-1.0,-1.0,-1.0,1.0
3125,3.0,2.0,1.0,2.0,3.0,2.0,-1.0,-1.0,-1.0,-1.0,1.0
3126,2.0,2.0,2.0,2.0,3.0,2.0,-1.0,-1.0,-1.0,-1.0,1.0
3127,5.0,5.0,4.0,4.0,4.0,5.0,-1.0,2.0,-1.0,2.0,1.0
3128,5.0,4.0,4.0,5.0,5.0,5.0,-1.0,2.0,-1.0,1.0,1.0
3129,3.0,1.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,-1.0,1.0
3131,3.0,3.0,1.0,3.0,3.0,2.0,-1.0,-1.0,-1.0,-1.0,0.0
3132,3.0,2.0,2.0,3.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0,1.0
3133,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,4.0,-1.0,1.0
3134,-9.0,1.0,1.0,1.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,1.0
3135,2.0,1.0,1.0,2.0,2.0,2.0,3.0,-1.0,2.0,-1.0,1.0
3136,1.0,2.0,1.0,1.0,4.0,1.0,1.0,-1.0,4.0,-1.0,1.0
3137,4.0,2.0,1.0,2.0,3.0,2.0,-1.0,-1.0,-1.0,-1.0,0.0
3138,5.0,5.0,4.0,5.0,5.0,4.0,4.0,2.0,2.0,3.0,0.0
3140,2.0,1.0,1.0,2.0,3.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0
3141,5.0,4.0,2.0,3.0,4.0,2.0,-1.0,4.0,-1.0,-1.0,1.0
3142,2.0,4.0,4.0,2.0,3.0,4.0,-1.0,2.0,-1.0,-1.0,0.0
3145,4.0,3.0,3.0,4.0,4.0,4.0,-1.0,2.0,-1.0,4.0,1.0
3146,4.0,4.0,3.0,4.0,4.0,4.0,4.0,-1.0,4.0,-1.0,0.0
3147,2.0,3.0,1.0,4.0,4.0,1.0,-1.0,-1.0,4.0,-1.0,1.0
3149,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,-1.0,4.0,1.0
3150,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0
3151,5.0,4.0,4.0,5.0,5.0,5.0,-1.0,1.0,-1.0,2.0,1.0
3152,5.0,4.0,4.0,5.0,4.0,5.0,-1.0,2.0,-1.0,2.0,1.0
3153,4.0,5.0,3.0,5.0,5.0,4.0,-1.0,2.0,-1.0,2.0,1.0
3154,2.0,5.0,1.0,1.0,2.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0
3155,5.0,4.0,4.0,4.0,5.0,5.0,-1.0,4.0,-1.0,4.0,1.0
3156,5.0,5.0,4.0,5.0,5.0,5.0,-1.0,2.0,-1.0,2.0,1.0
3157,1.0,1.0,1.0,2.0,3.0,1.0,2.0,-1.0,2.0,-1.0,1.0
3158,4.0,2.0,2.0,4.0,3.0,2.0,-1.0,4.0,-1.0,4.0,0.0
3159,4.0,4.0,3.0,4.0,4.0,4.0,-1.0,3.0,-1.0,-1.0,1.0
3160,3.0,4.0,2.0,3.0,3.0,3.0,-1.0,3.0,-1.0,-1.0,1.0
3162,3.0,4.0,1.0,4.0,4.0,2.0,2.0,-1.0,4.0,-1.0,1.0
3163,5.0,5.0,3.0,4.0,4.0,4.0,-1.0,2.0,-1.0,2.0,1.0
3164,1.0,1.0,1.0,1.0,1.0,1.0,2.0,-1.0,2.0,-1.0,1.0
3166,5.0,5.0,4.0,4.0,5.0,4.0,-1.0,2.0,-1.0,1.0,1.0
3167,4.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,2.0,-1.0,0.0
3168,4.0,3.0,2.0,3.0,4.0,2.0,4.0,-1.0,4.0,-1.0,1.0
3169,5.0,5.0,4.0,5.0,5.0,5.0,-1.0,2.0,-1.0,2.0,1.0
3170,4.0,4.0,4.0,5.0,5.0,3.0,-1.0,4.0,-1.0,2.0,1.0
3171,1.0,1.0,1.0,1.0,2.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0
3172,3.0,1.0,1.0,2.0,4.0,2.0,4.0,2.0,4.0,-1.0,1.0
3174,1.0,2.0,1.0,3.0,2.0,1.0,2.0,-1.0,-1.0,-1.0,1.0
3175,5.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,-1.0,-1.0,0.0
3176,1.0,2.0,1.0,2.0,2.0,1.0,2.0,-1.0,2.0,-1.0,1.0
3177,3.0,3.0,1.0,3.0,3.0,3.0,-1.0,-1.0,-1.0,-1.0,1.0
3178,3.0,2.0,3.0,2.0,3.0,1.0,-1.0,-1.0,4.0,-1.0,0.0
3179,5.0,5.0,5.0,5.0,5.0,5.0,-1.0,1.0,-1.0,2.0,1.0
3180,1.0,1.0,2.0,2.0,3.0,2.0,-1.0,-1.0,-1.0,-1.0,1.0
3181,4.0,4.0,4.0,4.0,4.0,3.0,-1.0,2.0,-1.0,3.0,1.0
3182,4.0,2.0,2.0,3.0,3.0,3.0,-1.0,4.0,-1.0,-1.0,1.0
3184,4.0,3.0,1.0,4.0,3.0,2.0,-1.0,-1.0,4.0,2.0,1.0
3185,5.0,4.0,3.0,3.0,4.0,4.0,-1.0,2.0,-1.0,-1.0,1.0
3186,2.0,2.0,1.0,1.0,3.0,2.0,-1.0,-1.0,-1.0,-1.0,0.0
3188,4.0,4.0,4.0,4.0,5.0,3.0,-1.0,3.0,-1.0,-1.0,1.0
3189,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,-1.0,4.0,1.0
3190,4.0,3.0,1.0,2.0,4.0,2.0,4.0,4.0,-1.0,4.0,0.0
3191,3.0,4.0,2.0,3.0,4.0,3.0,4.0,-1.0,-1.0,-1.0,0.0
3192,2.0,2.0,1.0,2.0,3.0,2.0,-1.0,-1.0,3.0,-1.0,1.0
3193,3.0,3.0,1.0,2.0,3.0,1.0,4.0,-1.0,-1.0,-1.0,1.0
3194,5.0,4.0,4.0,5.0,4.0,4.0,-1.0,2.0,-1.0,4.0,1.0
3195,1.0,2.0,1.0,2.0,3.0,3.0,2.0,-1.0,1.0,-1.0,1.0
3196,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0
3197,1.0,2.0,1.0,1.0,2.0,1.0,2.0,-1.0,-1.0,-1.0,1.0
3198,3.0,2.0,2.0,3.0,3.0,3.0,-1.0,-1.0,-1.0,-1.0,0.0
3199,3.0,4.0,2.0,4.0,4.0,3.0,4.0,-1.0,-1.0,-1.0,1.0
3200,5.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0
3202,4.0,4.0,4.0,5.0,5.0,5.0,-1.0,2.0,-1.0,3.0,1.0
3203,2.0,1.0,1.0,2.0,2.0,1.0,2.0,-1.0,4.0,-1.0,1.0
3204,3.0,4.0,3.0,4.0,4.0,3.0,-1.0,-1.0,-1.0,-1.0,1.0
3205,3.0,1.0,1.0,1.0,2.0,2.0,3.0,-1.0,4.0,-1.0,1.0
3206,4.0,4.0,4.0,3.0,4.0,4.0,-1.0,3.0,-1.0,2.0,1.0
3207,4.0,4.0,4.0,5.0,4.0,4.0,-1.0,4.0,-1.0,-1.0,1.0
3208,3.0,2.0,1.0,2.0,3.0,1.0,-1.0,-1.0,1.0,-1.0,1.0
3209,2.0,1.0,1.0,3.0,4.0,1.0,2.0,-1.0,1.0,-1.0,1.0
3210,4.0,3.0,4.0,3.0,4.0,4.0,-1.0,3.0,-1.0,-1.0,1.0
3211,5.0,5.0,4.0,5.0,5.0,4.0,-1.0,2.0,-1.0,2.0,1.0
3213,2.0,1.0,1.0,1.0,1.0,1.0,2.0,-1.0,-1.0,-1.0,1.0
3214,5.0,5.0,4.0,4.0,4.0,5.0,-1.0,2.0,-1.0,4.0,1.0
3215,2.0,1.0,1.0,2.0,2.0,2.0,2.0,-1.0,2.0,-1.0,1.0
3216,3.0,3.0,1.0,3.0,4.0,1.0,1.0,-1.0,4.0,-1.0,1.0
3217,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0
3218,3.0,3.0,1.0,4.0,4.0,2.0,-1.0,-1.0,-1.0,-1.0,1.0
3219,2.0,2.0,1.0,2.0,3.0,1.0,3.0,-1.0,-1.0,-1.0,1.0
3220,3.0,3.0,3.0,4.0,4.0,4.0,-1.0,2.0,-1.0,4.0,1.0
3221,1.0,2.0,1.0,2.0,3.0,1.0,2.0,-1.0,3.0,-1.0,1.0
3222,1.0,1.0,3.0,3.0,3.0,3.0,4.0,-1.0,-1.0,-1.0,1.0
3223,2.0,3.0,2.0,3.0,2.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0
3224,5.0,5.0,4.0,5.0,5.0,5.0,-1.0,3.0,3.0,3.0,1.0
3225,4.0,3.0,3.0,4.0,4.0,3.0,-1.0,4.0,-1.0,-1.0,1.0
3226,4.0,4.0,4.0,5.0,4.0,4.0,-1.0,3.0,-1.0,4.0,1.0
3227,2.0,2.0,2.0,2.0,2.0,2.0,4.0,-1.0,-1.0,-1.0,1.0
3228,5.0,5.0,3.0,5.0,5.0,5.0,-1.0,3.0,-1.0,4.0,1.0
3229,3.0,2.0,3.0,3.0,3.0,2.0,-1.0,-1.0,-1.0,-1.0,0.0
3231,4.0,4.0,3.0,4.0,4.0,3.0,-1.0,2.0,-1.0,-1.0,1.0
3232,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,2.0,-1.0,1.0
3233,4.0,3.0,1.0,4.0,5.0,5.0,2.0,-1.0,2.0,4.0,1.0
3234,4.0,4.0,4.0,5.0,4.0,5.0,3.0,-1.0,-1.0,-1.0,1.0
3235,5.0,2.0,1.0,4.0,5.0,2.0,2.0,-1.0,-1.0,-1.0,1.0
3236,3.0,3.0,3.0,3.0,3.0,3.0,-1.0,-1.0,-1.0,-1.0,0.0
3237,2.0,1.0,1.0,4.0,4.0,2.0,2.0,-1.0,-1.0,-1.0,1.0
3240,4.0,3.0,2.0,3.0,4.0,4.0,4.0,-1.0,4.0,-1.0,1.0
3241,1.0,1.0,1.0,2.0,2.0,1.0,4.0,-1.0,-1.0,-1.0,1.0
3242,1.0,2.0,1.0,2.0,3.0,1.0,2.0,-1.0,-1.0,-1.0,1.0
3243,4.0,4.0,4.0,4.0,4.0,4.0,-1.0,2.0,-1.0,4.0,1.0
3244,4.0,5.0,4.0,4.0,4.0,5.0,4.0,2.0,-1.0,2.0,1.0
3246,2.0,2.0,3.0,2.0,3.0,2.0,-1.0,-1.0,-1.0,-1.0,1.0
3247,3.0,3.0,2.0,3.0,4.0,3.0,-1.0,-1.0,-1.0,-1.0,1.0
3248,1.0,2.0,1.0,2.0,2.0,1.0,4.0,-1.0,2.0,-1.0,1.0
3249,4.0,3.0,4.0,4.0,4.0,3.0,-1.0,4.0,-1.0,-1.0,1.0
3250,2.0,1.0,1.0,2.0,3.0,1.0,4.0,-1.0,-1.0,-1.0,1.0
3251,2.0,2.0,4.0,3.0,4.0,4.0,-1.0,3.0,-1.0,2.0,1.0
3252,2.0,3.0,2.0,3.0,4.0,2.0,3.0,-1.0,-1.0,-1.0,1.0
3253,4.0,5.0,4.0,5.0,5.0,5.0,-1.0,2.0,-1.0,4.0,1.0
3254,4.0,3.0,2.0,4.0,4.0,2.0,-1.0,-1.0,-1.0,-1.0,0.0
3256,2.0,3.0,1.0,2.0,2.0,2.0,2.0,-1.0,3.0,-1.0,1.0
3257,2.0,1.0,1.0,1.0,2.0,1.0,1.0,-1.0,1.0,-1.0,1.0
3258,3.0,3.0,3.0,3.0,4.0,3.0,-1.0,2.0,-1.0,3.0,1.0
3259,3.0,3.0,3.0,3.0,3.0,3.0,-1.0,2.0,-1.0,2.0,1.0
3260,2.0,2.0,1.0,2.0,3.0,1.0,4.0,-1.0,4.0,-1.0,1.0
3261,3.0,1.0,1.0,3.0,3.0,1.0,1.0,-1.0,3.0,-1.0,0.0
3262,5.0,4.0,3.0,5.0,5.0,5.0,-1.0,4.0,-1.0,3.0,1.0
3263,4.0,4.0,4.0,4.0,4.0,4.0,-1.0,4.0,-1.0,4.0,1.0
3264,3.0,2.0,1.0,2.0,2.0,1.0,2.0,-1.0,3.0,-1.0,1.0
3265,5.0,4.0,4.0,4.0,4.0,4.0,-1.0,2.0,-1.0,2.0,1.0
3266,1.0,2.0,1.0,2.0,2.0,2.0,2.0,-1.0,2.0,-1.0,1.0
3267,5.0,5.0,4.0,3.0,5.0,4.0,-1.0,4.0,-1.0,4.0,1.0
3269,2.0,2.0,1.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,1.0
3271,4.0,3.0,2.0,4.0,4.0,3.0,-1.0,4.0,-1.0,4.0,1.0
3272,1.0,2.0,1.0,4.0,4.0,3.0,2.0,-1.0,3.0,-1.0,1.0
3273,4.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,-1.0,-1.0,0.0
3274,3.0,1.0,1.0,1.0,2.0,1.0,2.0,-1.0,4.0,-1.0,1.0
3275,5.0,4.0,3.0,4.0,4.0,4.0,-1.0,2.0,-1.0,2.0,1.0
3276,2.0,2.0,1.0,2.0,2.0,1.0,4.0,-1.0,4.0,-1.0,1.0
3277,3.0,5.0,3.0,5.0,5.0,3.0,-1.0,2.0,-1.0,4.0,1.0
3278,4.0,2.0,2.0,4.0,4.0,3.0,4.0,-1.0,-1.0,-1.0,1.0
3279,5.0,4.0,4.0,5.0,5.0,5.0,-1.0,2.0,-1.0,4.0,1.0
3280,4.0,3.0,3.0,4.0,4.0,4.0,-1.0,4.0,-1.0,4.0,1.0
3281,5.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,-1.0,4.0,0.0
3282,5.0,5.0,5.0,5.0,4.0,5.0,-1.0,2.0,-1.0,2.0,1.0
3283,3.0,3.0,2.0,5.0,5.0,3.0,-1.0,-1.0,-1.0,-1.0,1.0
3284,5.0,5.0,5.0,5.0,5.0,5.0,-1.0,1.0,-1.0,1.0,1.0
3285,4.0,4.0,4.0,5.0,4.0,4.0,-1.0,4.0,-1.0,4.0,1.0
3286,2.0,2.0,1.0,2.0,3.0,1.0,1.0,-1.0,1.0,-1.0,1.0
3287,3.0,1.0,1.0,1.0,4.0,1.0,4.0,-1.0,2.0,-1.0,1.0
3288,5.0,4.0,2.0,5.0,5.0,3.0,4.0,4.0,-1.0,-1.0,0.0
3290,4.0,4.0,1.0,4.0,5.0,2.0,4.0,4.0,4.0,-1.0,1.0
3291,4.0,5.0,3.0,4.0,5.0,4.0,-1.0,2.0,-1.0,2.0,1.0
3292,1.0,1.0,1.0,1.0,2.0,1.0,-1.0,-1.0,4.0,-1.0,1.0
3293,2.0,2.0,1.0,2.0,4.0,1.0,-1.0,-1.0,2.0,-1.0,1.0
3294,4.0,3.0,1.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,1.0
3295,5.0,5.0,5.0,5.0,5.0,5.0,-1.0,2.0,-1.0,1.0,1.0
3296,3.0,3.0,2.0,3.0,3.0,2.0,-1.0,4.0,-1.0,-1.0,1.0
3297,4.0,3.0,2.0,3.0,4.0,3.0,-1.0,-1.0,-1.0,-1.0,0.0
3298,3.0,2.0,1.0,3.0,4.0,2.0,3.0,-1.0,-1.0,-1.0,1.0
3299,1.0,2.0,1.0,2.0,3.0,1.0,4.0,-1.0,4.0,-1.0,1.0
3300,5.0,5.0,5.0,4.0,5.0,4.0,-1.0,1.0,-1.0,2.0,1.0
3301,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,-1.0,1.0
3303,4.0,3.0,2.0,4.0,4.0,3.0,4.0,-1.0,-1.0,-1.0,1.0
3304,1.0,1.0,1.0,1.0,2.0,1.0,4.0,-1.0,-1.0,-1.0,1.0
3305,3.0,4.0,2.0,4.0,4.0,3.0,2.0,-1.0,3.0,-1.0,1.0
3307,5.0,5.0,4.0,5.0,5.0,5.0,-1.0,2.0,-1.0,4.0,1.0
3309,4.0,1.0,1.0,3.0,2.0,1.0,-1.0,-1.0,2.0,-1.0,0.0
3312,4.0,4.0,1.0,2.0,4.0,2.0,-1.0,-1.0,-1.0,-1.0,1.0
3313,1.0,2.0,1.0,3.0,3.0,1.0,2.0,-1.0,4.0,-1.0,1.0
3314,5.0,4.0,5.0,5.0,5.0,5.0,-1.0,4.0,-1.0,4.0,1.0
3315,4.0,3.0,1.0,3.0,3.0,2.0,4.0,4.0,-1.0,-1.0,1.0
3316,3.0,4.0,3.0,3.0,4.0,2.0,-1.0,2.0,-1.0,-1.0,1.0
3318,5.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,-1.0,4.0,1.0
3319,4.0,3.0,1.0,3.0,4.0,1.0,3.0,-1.0,3.0,-1.0,0.0
3320,1.0,3.0,1.0,2.0,2.0,1.0,2.0,-1.0,2.0,-1.0,1.0
3321,3.0,4.0,2.0,4.0,4.0,2.0,-1.0,4.0,-1.0,-1.0,1.0
3323,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,-1.0,4.0,1.0
3325,3.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,0.0
3326,1.0,1.0,1.0,1.0,1.0,1.0,2.0,-1.0,4.0,-1.0,1.0
3327,1.0,1.0,1.0,1.0,3.0,1.0,3.0,5.0,4.0,-1.0,1.0
3328,2.0,3.0,1.0,4.0,5.0,1.0,-1.0,-1.0,4.0,-1.0,1.0
3329,2.0,2.0,2.0,2.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0,1.0
3330,5.0,4.0,3.0,4.0,3.0,3.0,-1.0,4.0,-1.0,-1.0,1.0
3331,5.0,5.0,4.0,4.0,5.0,5.0,-1.0,2.0,-1.0,-1.0,1.0
3332,1.0,1.0,1.0,5.0,5.0,1.0,2.0,-1.0,-1.0,-1.0,1.0
3334,3.0,2.0,2.0,3.0,4.0,2.0,-1.0,-1.0,-1.0,-1.0,1.0
3335,2.0,1.0,1.0,2.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,1.0
3336,5.0,4.0,4.0,4.0,5.0,5.0,-1.0,4.0,-1.0,4.0,1.0
3337,4.0,3.0,1.0,3.0,3.0,3.0,4.0,-1.0,-1.0,-1.0,1.0
3338,2.0,1.0,1.0,3.0,4.0,2.0,4.0,-1.0,4.0,-1.0,0.0
3339,3.0,3.0,3.0,3.0,3.0,3.0,-1.0,4.0,-1.0,-1.0,1.0
3340,2.0,1.0,1.0,2.0,2.0,1.0,4.0,4.0,3.0,-1.0,1.0
3341,4.0,4.0,4.0,4.0,5.0,4.0,-1.0,2.0,-1.0,1.0,1.0
3342,5.0,1.0,5.0,1.0,1.0,1.0,2.0,-1.0,1.0,-1.0,1.0
3344,4.0,3.0,1.0,4.0,4.0,3.0,4.0,-1.0,2.0,-1.0,1.0
3345,5.0,5.0,2.0,5.0,5.0,3.0,-1.0,-1.0,-1.0,-1.0,1.0
3346,5.0,4.0,4.0,4.0,5.0,4.0,-1.0,2.0,-1.0,2.0,1.0
3347,4.0,1.0,1.0,1.0,2.0,2.0,2.0,-1.0,-1.0,-1.0,1.0
3348,4.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,1.0
3349,1.0,3.0,1.0,3.0,3.0,1.0,4.0,-1.0,4.0,-1.0,1.0
3350,3.0,3.0,1.0,2.0,2.0,1.0,-1.0,-1.0,4.0,-1.0,1.0
3351,4.0,4.0,4.0,4.0,4.0,4.0,-1.0,2.0,-1.0,2.0,1.0
3352,2.0,3.0,1.0,3.0,3.0,1.0,2.0,-1.0,4.0,-1.0,1.0
3353,5.0,4.0,5.0,5.0,4.0,4.0,-1.0,2.0,-1.0,2.0,1.0
3354,3.0,1.0,1.0,3.0,3.0,1.0,4.0,-1.0,4.0,-1.0,1.0
3355,3.0,3.0,1.0,2.0,3.0,3.0,4.0,-1.0,4.0,-1.0,0.0
3357,5.0,5.0,3.0,5.0,4.0,5.0,-1.0,2.0,-1.0,4.0,1.0
3358,4.0,5.0,4.0,5.0,5.0,5.0,-1.0,2.0,-1.0,2.0,1.0
3359,4.0,3.0,2.0,3.0,2.0,2.0,-1.0,3.0,-1.0,3.0,1.0
3360,4.0,5.0,3.0,4.0,4.0,4.0,-1.0,2.0,-1.0,2.0,0.0
3361,1.0,2.0,1.0,2.0,3.0,1.0,4.0,-1.0,4.0,-1.0,1.0
3362,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0
3363,3.0,3.0,3.0,4.0,3.0,3.0,-1.0,3.0,-1.0,3.0,1.0
3364,4.0,4.0,3.0,4.0,4.0,4.0,-1.0,3.0,-1.0,3.0,0.0
3365,4.0,1.0,1.0,2.0,3.0,2.0,4.0,-1.0,4.0,-1.0,1.0
3366,3.0,3.0,1.0,3.0,4.0,3.0,2.0,4.0,4.0,-1.0,0.0
3367,1.0,1.0,1.0,1.0,3.0,1.0,2.0,-1.0,-1.0,-1.0,1.0
3368,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0
3369,3.0,3.0,1.0,3.0,3.0,3.0,-1.0,-1.0,3.0,-1.0,0.0
3370,5.0,5.0,5.0,5.0,5.0,5.0,-1.0,-1.0,-1.0,-1.0,1.0
3371,5.0,5.0,5.0,5.0,5.0,5.0,-1.0,4.0,-1.0,-1.0,1.0
3372,4.0,3.0,3.0,5.0,5.0,3.0,4.0,-1.0,-1.0,-1.0,0.0
3373,3.0,5.0,3.0,5.0,5.0,2.0,-1.0,4.0,-1.0,-1.0,0.0
3374,4.0,3.0,4.0,4.0,5.0,5.0,-1.0,3.0,-1.0,3.0,0.0
3375,4.0,2.0,2.0,3.0,3.0,3.0,-1.0,-1.0,-1.0,-1.0,1.0
3376,2.0,3.0,1.0,3.0,4.0,1.0,2.0,-1.0,2.0,-1.0,0.0
3377,3.0,3.0,3.0,4.0,4.0,3.0,-1.0,-1.0,-1.0,-1.0,1.0
3378,1.0,2.0,1.0,2.0,4.0,2.0,4.0,-1.0,-1.0,-1.0,0.0
3381,5.0,4.0,4.0,4.0,5.0,4.0,-1.0,4.0,4.0,2.0,1.0
